cshom,prccm,tic
40000000.0,10.07,GMHI
2500000.0,26.8252,IQIN
100000.0,26.845,GLBY
5800000.0,26.34,BBAG
525000.0,54.37,BBCB
38675000.0,3.3634,ATIF
1563000.0,17.58,HFA.
91316000.0,7.6,ORGO
450000.0,25.5811,SDAG
,,EML.
9604000.0,5.81,HOTH
7010000.0,10.21,JHAA
5691000.0,3.78,RBZHF
25878000.0,3.3735,CRDL
25878000.0,4.47,CRDL.
98000000.0,15.99,JFIN
14958000.0,0.13,FFOX.
0.0,10.15,HHHHU
7458000.0,10.1875,HHHH
65893000.0,22.18,GOSS
20070000.0,16.83,MTC
26720000.0,0.14,UGM.
1350000.0,16.8954,ERSX
38888000.0,3.11,PHUN
24367000.0,13.0,HARP
116309000.0,0.185,AUNFF
116309000.0,0.255,AUN.H
0.0,11.6,PVT.U
23000000.0,10.15,PVT
396221000.0,12.5,MITO
800000.0,28.69,BJAN
2850000.0,27.5357,PJAN
1350000.0,27.12,UJAN
125810000.0,0.6757,DXBRF.1
23940000.0,14.31,TCRR
23000000.0,10.04,RMG.U
23000000.0,9.77,RMG
90472000.0,12.9,HPH
343796000.0,10.57,FUTU
1300000.0,20.443,LDSF
78136000.0,0.3014,VEGGD
8918000.0,3.58,XTKG
8503000.0,8.55,SLE
30000000.0,9.99,ACAMU.1
30557000.0,9.72,ACAM
68872000.0,19.0,ALEC
16550000.0,10.19,BSRTF
4877000.0,9.5,BCOW
84338000.0,0.9918,BKBEF.2
84338000.0,1.26,PIPE.1
96244000.0,0.4758,WSLFF.
96244000.0,0.62,WL.1
27420000.0,5.9,YCBD
203305000.0,1.47,ZBISF
203305000.0,1.88,ZENA.
153080000.0,0.193,SAYFF
1290000.0,31.52,ZZZD.
44697000.0,0.0298,AWSL
44241000.0,0.095,AVG.
12960000.0,0.1,WAVE.
354351000.0,36.64,FOXA
266174000.0,36.53,FOX
29808000.0,11.6,KLDO
150000.0,32.7898,TAWK
100000.0,16.9739,MUTE
446857000.0,0.0382,RSTN
879000.0,0.0042,MGON
408603000.0,0.0005,AXMP
157905000.0,0.487,HCANF
550000.0,21.21,HUTL.
250000.0,22.705,HGGG.
693821000.0,0.1425,LOVFF
450000.0,54.19,RWVG
275000.0,52.5565,RWIU
217875000.0,0.62,IOTC
275000.0,54.5841,RWDE
275000.0,57.4838,RWLS
250000.0,57.5034,RWUI
275000.0,51.5031,RWED
300000.0,53.1168,RWSL
275000.0,59.5966,RWCD
450000.0,58.635,RWGV
275000.0,51.3968,RWDC
25000.0,50.4114,UCOM
25000.0,31.6319,YCOM
25000.0,27.8651,SCOM
25000.0,47.1945,XCOM
247265000.0,0.033,PRSNF
247265000.0,0.04,PRSN.
62321000.0,6.76,PCLO.
17065000.0,19.64,AVDR.1
28000000.0,10.04,DPHCU
28000000.0,9.72,DPHC
1500000.0,21.53,CMCE.
950000.0,20.02,CAFR.
1500000.0,21.81,CMUE.
50000.0,22.0,CMUE.F
3500000.0,21.13,CACB.
40198000.0,2.35,TMNA
902000.0,20.45,HEWB.
16832000.0,0.0375,HBIS
1701000.0,21.91,HCRE.
400000.0,27.315,LGOV
70171000.0,0.1298,SLHGF
3616000.0,14.0,PPHI
4050000.0,20.53,DANC.
3600000.0,28.07,FCUQ.
200000.0,27.07,FCIQ.
200000.0,26.49,FCIL.
93413000.0,0.4,VTX.
1900000.0,28.45,FCUL.
21277000.0,2.19,SEEL
250000.0,28.55,FCLH.
350000.0,28.63,FCQH.
200000.0,27.01,FCCQ.
400000.0,26.87,FCCL.
33871000.0,1.45,MMND
59698000.0,0.4483,NBGV
74672000.0,2.22,PHBI
20190000.0,1.0,HSTI
2450000.0,50.4233,AWTM
110014000.0,0.3711,BIOIF
40000000.0,19.63,PDX
100000.0,26.8181,EMFQ
500000.0,52.27,JCPB
1388000.0,26.5,HAM.
27402000.0,11.45,CYCN
22683000.0,27.42,WTRE.1
4700000.0,20.09,PMNT.
150000.0,30.1358,ETPA
100000.0,26.9506,TCLD
9833000.0,7.43,ABAHF
3150000.0,22.6501,ARKF
111699000.0,24.46,CVET
6573000.0,5.93,WORX
14495000.0,3.7,TGSI
12354000.0,2.7,NCRA
18717000.0,0.12,BGF.
8650000.0,25.1187,VRAI
7400000.0,25.12,VPC
2130000.0,26.21,VCIP.
3650000.0,26.85,VEQT.
100000.0,26.8192,BKCH.1
950000.0,21.13,NALT.
1925000.0,19.41,NPRF.
75000.0,20.74,NFAM.
1760000.0,20.28,NREA.
46917000.0,0.481,NKGFF
46917000.0,0.61,NKG.
100000.0,20.33,PLDI.
1000000.0,25.8979,WINC
107877000.0,0.27,BBRRF
4820000.0,0.1,PLUR.
0.0,10.02,SHLL.U
23301000.0,9.85,SHLL
1200000.0,26.352,USDY
78067000.0,1.75,CMPY
732000.0,0.55,AUMC
85104000.0,0.85,BIXT
30015000.0,10.4,HCACU
30015000.0,9.9,HCAC
751000.0,31.27,ZBAL.
0.0,10.6,THCBU
35487000.0,9.88,THCB
151000.0,30.91,ZHU.
500000.0,29.73,ZWK.
2251000.0,32.49,ZNQ.
451000.0,31.16,ZCON.
750000.0,31.28,ZGRO.
89843000.0,0.2459,LEEEF
15010000.0,14.7,SOLY
117303000.0,0.8665,FFLWF
117303000.0,1.15,FAF.
23312000.0,11.24,HGLB
12600000.0,21.37,FLCD.
6000000.0,21.48,FLUR.
2300000.0,20.34,FLJA.
13100000.0,21.44,FLAM.
41131000.0,0.8,ISOLF
,3.3063,TCNAF
22356000.0,0.1,BKMT.
29716000.0,0.05,BFTI
40597000.0,0.2579,SPOFF
40597000.0,0.34,SPOT.
42400070000.0,0.01,MCDA
867392000.0,0.55,HMNU
211994000.0,1.28,SLGWF
248175000.0,0.3199,ELGL
41943000.0,1.58,ACBD
28012000.0,57.09,SWAV
108831000.0,1.01,WEII.H
1000000000.0,1.0,LOVV
1277000.0,19.34,HLPR.
800000.0,26.4879,JHCS
1654191000.0,5.57,TIGR
0.0,10.1,TRNEU
30015000.0,9.73,TRNE
300000.0,25.1346,FSMD
400000.0,25.7417,FDEV
400000.0,24.8425,FDEM
277828000.0,65.71,LYFT
39923000.0,3.5,OWPC
19811000.0,1.0,ILAL
30672000.0,48.46,SILK
50362000.0,13.25,DTIL
3600000.0,23.97,FIVG
104824000.0,0.4,MPXOF
200000.0,51.5927,GDAT
100000.0,50.2296,GMAN
150000.0,52.0118,GDNA
150000.0,55.8179,GFIN
100000.0,52.7407,GBUY.1
926000.0,2.25,HUBV
29052000.0,1.5,EDGM
150000.0,19.12,DRFE.
44900000.0,26.4735,USSG
200000.0,20.4,DRFG.
300000.0,24.32,EWJV
200000.0,33.19,EWJE
67750000.0,36.41,LSPD.
236238000.0,3.44,RUHN
34431000.0,0.95,EXDI.1
46000000.0,43.81,TW
1100000.0,25.455,BBSA
175000.0,26.8249,LSLT
18777000.0,1.1,NGENF
18777000.0,1.46,NGEN.
12421000.0,15.0,XFOR
1850000.0,24.4692,RYZZ
2000000.0,0.125,SPMC.
14800000.0,9.98,BRPM.U.1
14838000.0,9.75,BRPM.1
105233000.0,9.1,TH
5177000.0,5.99,PDSB
136353000.0,0.22,FLCX
36121000.0,5.3,BIOX
,10.02,RPLA.U
35938000.0,9.77,RPLA
23469000.0,24.04,PLMR
118332000.0,14.6,CHNG
5000000.0,56.3,CHNGU
76086000.0,47.05,PD
39891000.0,12.77,DSSI
5000000.0,10.55,JFKKU
7428000.0,9.9005,JFK
13525000.0,10.3101,INSUU
15490000.0,9.85,INSU
200000.0,26.4234,HOMZ
156816000.0,26.42,JMIA
246982000.0,0.0873,MDMP
75000.0,19.48,XSEM.
200000.0,20.33,XSUS.
500000.0,20.12,XSTB.
300000.0,19.88,XSEA.
500000.0,20.48,XSAB.
900000.0,49.8112,DMRE
250000.0,19.98,XESG.
800000.0,26.1034,DYNF
650000.0,49.4308,FOVL
51692.0,5500.0,ALPIB
600000.0,26.1584,NETL
204041000.0,3.15,HUNTF
,6.0,HNTUF
350000.0,31.115,FISR
21997000.0,21.46,MNRL
32144000.0,88.79,ZM
31200000.0,40.7,TPTX
1206657000.0,11.3,YJ
9869000.0,21.5,ENLV
9998000.0,9.59,GNLN
86250000.0,27.22,PINS
21589000.0,6.73,HOOK
13000000.0,17.7,TEAF
451180000.0,0.102,STOCF
22491000.0,1.26,GHSI
28178000.0,0.1228,WKSP
1425000.0,25.8799,BAPR
4550000.0,25.74,PAPR
725000.0,25.648,UAPR
100000.0,24.6423,IXSE
17319000.0,4.35,ERE.UN
5763000.0,15.75,PSTL
119001000.0,0.25,IONKF
460000.0,30.7255,XLSR
56921000.0,28.02,KTB
32436000.0,25.89,TUFN
270000000.0,4.8,TKCM.
200000.0,25.635,IBMO
150000.0,25.775,IBMQ
55243000.0,0.6673,CTSDF
,0.38,VIBEF
,10.12,ACTTU
30000000.0,9.75,FREE
17835000.0,7.5,TRVI
22720000.0,13.71,SCPL
488700000.0,62.05,ALC
69715000.0,0.3751,YNVYF
69715000.0,0.495,YNV.
65113000.0,13.89,SY
75446000.0,0.1927,POSAF
21094000.0,28.99,TMDX
565344000.0,19.09,AVTR
,26.383,UFO
200000.0,25.6517,IBMP
600000.0,10.115,SFYX
4650000.0,10.1518,SFY
1695553000.0,46.38,UBER
7300000.0,48.45,RRBI
5210000.0,10.02,AGBAU
100000.0,25.3508,KEMX
35000000.0,10.06,DEACU
56300000.0,14.09,GLDM
79287000.0,0.872,CANSF
60572000.0,1.6193,CNTMF
23008000.0,9.31,AXLA
22715000.0,14.98,NXTC
17052000.0,8.24,APLT
26850000.0,15.83,CLOU
19846000.0,13.8,MEC
24491000.0,27.15,MIST
17979000.0,16.5,SPFI
26841000.0,42.51,QNCX
20327000.0,12.73,SONM
0.0,10.6028,HSACU
14375000.0,9.8,HSAC
,50.42,GSST
2600000.0,22.9933,YOLO
300000.0,24.0006,IDRV
0.0,10.05,PAACU
14467000.0,9.741,PAAC
100000.0,25.4453,RYLD
100000.0,24.5406,BUL
77442000.0,0.2953,VSBGF
216096000.0,5.25,CBSTF
12938000.0,20.28,FSLY
0.0,10.0,LCAHU.2
31625000.0,9.7278,LCA.3
34492000.0,0.125,NGLD.
250000.0,24.915,SEIX
500000.0,25.09,USI
50000000.0,16.25,HHR
194087000.0,37.5,WORK
28750000.0,10.05,GXGXU
19479000.0,9.96,IDYA
17696000.0,10.06,BCYC
82101000.0,0.185,OTLC
17414000.0,0.65,TBIX.
25150000.0,0.325,CANB.
2350000.0,24.89,TPHD
2350000.0,25.3245,TPLC
3568285.0,6.15,LOWLF
38553000.0,2.2,KXIN
100000.0,25.04,ECOW
1950000.0,25.4089,PTIN
99435000.0,36.86,PSN
5808000.0,2.905,ADYX
100000.0,24.1881,HERD
200000.0,25.015,TRND
4972699000.0,0.011,CHUC
2624000.0,8.95,TBBA
748815000.0,29.57,CTVA
334735000.0,19.49,LKNCY
350000.0,26.644,IIGV
1500000.0,26.2918,IEMV
1000000.0,26.0276,IMFC
2000000.0,26.12,IMFP
500000.0,24.8209,IHYV
450000.0,26.015,IIGD
500000.0,25.7444,IHYD
50000.0,17.1,ALFA.3
20700000.0,68.29,CRWD
600000.0,25.6552,DBMF
250000.0,20.4762,SFYF
300000.0,19.906,BYOB
50000.0,20.71,ATSX.
220550000.0,2.0,CVTV
125000.0,23.9026,LEND
400000.0,14.86,TGED.
100000.0,15.34,TILV.
400000.0,14.73,TEC.
400000.0,25.1876,IBHB
500000.0,25.3335,IBHE
500000.0,25.15,IBHA
500000.0,25.4212,IBHD
500000.0,25.2022,IBHC
,120.0,ETHE
50000.0,20.3,HDGE.
27950000.0,50.31,SUSL
83345000.0,10.79,GOTU
3000000.0,25.0938,TBND
17541000.0,8.07,ATER
305250000.0,15.38,CLVT
1075000.0,25.9726,IVOL
47726000.0,3.35,XYNO
275000.0,25.4199,ZIG
100000.0,25.285,MAAX
300000.0,9.88,HURA.
30995000.0,29.7,FVRR
235460000.0,0.0035,RCAT
125000.0,25.7187,AMOM
125000.0,25.8729,QRFT
50000.0,20.07,PAYF.
100000.0,25.9214,PLAT
100000.0,25.6794,USHG
100000.0,25.7437,GLIF
400000.0,26.66,FRDM
5000000.0,0.245,CEBI.
70413000.0,0.19,MCCN.
,1.3825,VEXTF
4876000.0,0.15,WOOD.
500000.0,21.15,HMJI.
250000.0,16.97,HMJU.
14513000.0,14.144,AYRWF
100000.0,26.2057,UJUN
30939000.0,27.15,PSNL
31461000.0,29.17,STOK
2500000.0,0.3,NGMD.
55356000.0,0.52,ADCO.
2275000.0,20.69,WBIT
,20.1,FINS
10380000.0,9.5,CCIF
120500000.0,26.97,BBIO
33997000.0,13.2,PRVL
27045000.0,19.15,AKRO
20850000.0,18.84,BCEL
100391000.0,0.155,INTR.
34960000.0,1.05,MIMI.
120974000.0,48.3,ADPT
29596000.0,19.82,MORF
275000.0,26.2507,PJUN
100000.0,26.6363,BJUN
53475000.0,35.0,CHWY
82701000.0,28.9,REAL
22500000.0,10.0,SMMCU
22576000.0,20.02,KRTX
200000.0,15.6335,NERD
250000.0,26.5842,NULC
1997000.0,18.0,SOUB
100000.0,27.1875,INAU
100000.0,27.1145,TWAR
100000.0,27.1268,INAG
40000000.0,10.21,HYACU.2
17743000.0,10.03,GIX.U
100000.0,26.806,MIDF
92303000.0,0.943,TLLTF
72476000.0,3.55,CIH
15232000.0,0.06,CMET.
15370000.0,6.66,ONCT
7138000.0,7.04,EDSA
84154000.0,2.135,JUSHF
15586000.0,3.5008,STHZF
2150000.0,0.305,APM.
60000000.0,10.15,CCX.U
100000.0,25.3637,KSCD
100000.0,25.2982,KLCD
50000.0,20.04,BASE.
75000.0,20.67,BASE.B
42429000.0,0.44,NSCI.
150000.0,25.6484,IHAK
150000.0,27.1779,IDNA
144830000.0,0.046,RCRT
50000.0,20.49,HERO.
15000000.0,9.95,MDC.UN
10400000.0,21.6,GRYP
66929000.0,0.64,BABY.
200000.0,50.01,CSAV.
,0.429,FOBIF
19539000.0,0.54,FOBI.
,0.1496,MYIDF
72275000.0,0.14,MYID.
5473000.0,6.99,ISUN
25608000.0,9.59,CMBM
100000.0,24.8674,HTEC
18346000.0,0.75,APLI.
70000000.0,20.7989,BSTZ
1000000.0,25.2004,SNPE
94966000.0,0.1462,GORIF
94966000.0,0.18,GLDN.
249038000.0,0.057,NDYN.2
28245000.0,0.35,MMNT
,25.5,SAF
3100000.0,27.53,SWAN
,25.6936,TPVY
,25.65,SOJC
,25.39,JMPNL
,25.8,PBY
,26.56,PRS
,26.22,UNMA
,132.0,LGLBF
,2.05,YYAI
44824000.0,2.22,POWW
9000000.0,25.08,QVCD
2279000.0,2.0,EVOA
1565454000.0,0.0205,SING
,10.1875,SJ
275859000.0,0.0058,PACV
1697000.0,0.0224,DGWR
41992000.0,0.1,ORM.
3092668000.0,0.016,WEBB
100000000.0,0.6,TRTK
,0.08,XPLR.
,9.9005,EQOSQ
,3.48,SDSYA
166390000.0,0.13,RVYL
,10.4689,ATNF
,0.112,CBGZF
17927000.0,0.17,CBR.
,3.65,QIND
,290.0,DBSHF
,18.18,WSDMF
,101.5,ISHFF
,202.5,ISSHF
,45.68,IHHSF
,,ISMCF
,149.3205,ISMJF
,21.5,ISHPF
,27.45,IMSEF
,29.72,ISUPF
,,ISSIF
,9.71,ISRCF
,7.15,ISRUF
,5.1,ISRHF
,6.69,ISVFF
,35.15,HDIQF
,0.0036,NCPL
200000.0,28.9211,IEDI
,27.9,DTOL.
520673000.0,0.0031,SRCO
30000000.0,26.05,F.PB
,20.99,EGIF.
33000000.0,26.68,TBC
,8.06,HRRB
2575000.0,25.62,OXSQL
,,CHHCF
65826000.0,53.63,SBGI
5999000.0,2.27,SCKT
3405000.0,0.0015,GCPL
1514022000.0,9.27,CEPU
786000.0,39.6,LOGN
57348000.0,0.0045,TXCCQ
5092000.0,1.07,GLOW.
230732000.0,38.41,DISH
48045000.0,27.43,HA
11225000.0,8.05,NHTC
46633000.0,95.08,LSI
19996000.0,0.15,REMI
29332221000.0,0.0,RMTD
36367000.0,40.47,PLAY
37429000.0,22.16,GIC
1240000.0,36.3,NIDB
427000.0,31.55,GTPS
188118000.0,71.76,WAB
5888000.0,12.26,AMRB
2100000.0,19.0,HSBI
3477000.0,30.25,BNCC
50064000.0,2.96,ACTG
391413000.0,0.0058,CGRA
2819000.0,0.015,HABC
4511000.0,11.29,CLMB
15885000.0,2.783,DSWL
100684000.0,3.44,TK
175514000.0,0.035,AMNL
3581000.0,33.5,AUBN
4093000.0,0.013,RHWI
452122000.0,51.04,CIB
207914000.0,0.0062,CICN
3617000.0,5.85,ATEA
19996000.0,2.34,GVP
203000.0,0.51,BELRD
53212000.0,0.0034,OMRX
61000.0,1.5,VMTG
593000.0,95.83,DIT
96877000.0,16.53,RWT
,0.0,RRIC
32189000.0,4.6,WINT
411240000.0,0.001,ADSV
290538000.0,11.5,EAF
25852000.0,44.64,AAWW
228639000.0,13.71,SHO
,0.03,AVFP
111226000.0,0.27,HBP.
25421000.0,35.09,KFRC
85477000.0,55.85,IART
164440000.0,25.0,SVC
19415000.0,13.99,BREW
181548000.0,0.0021,NTGL
38690000.0,0.14,VLXC
4859000.0,0.015,LTEC
425659000.0,207.93,ASML
9680281000.0,0.0002,PFNO
2308000.0,42.25,FABP
2444000.0,20.6,FETM
,0.0001,FBCE
123127140000.0,0.0001,FOYJ
4690000.0,1.59,KYZN
5967000.0,4.65,ADVCD
14519000.0,3.23,FGF
403803000.0,37.08,ACGL
32068000.0,3.04,SMSI
86538000.0,25.23,MD
41338000.0,34.82,CRAY
34994000.0,94.3,NOVT
31546000.0,0.032,CDSG
,0.0001,PLNTQ
46189000.0,254.28,ERIE
,,9372B
79890000.0,0.02,APGI
40734000.0,247.18,EG
4087000.0,0.0707,BOGN
807000.0,8.35,SRNN
73373000.0,27.78,MYGN
5279000.0,1.45,ZCOM
44159000.0,178.01,RNR
40701000.0,128.3,THG
137691000.0,8.87,DOFSQ
6370000.0,1.25,MRCR
9691000.0,17.51,RICK
225409000.0,0.0015,TINO
39773000.0,191.0,POOL
4202844000.0,3.075,KKPNY
18758000.0,5.13,GCV
79761000.0,228.91,BAP
166400000.0,56.26,DVA
35122000.0,54.15,BANR
615601000.0,2.44,OPK
149074000.0,69.9,HSIC
40822000.0,0.358,MLSS
3000.0,0.025,CNVT
30892000.0,33.18,MATV
8160000.0,15.25,PNTR
6685000.0,7.04,ASFI
99062217000.0,29.24,TLK
38236000.0,56.27,AEIS
219272000.0,183.11,EL
69475000.0,215.24,WAT
8748000.0,377.76,SAM
28187000.0,22.2,FFIC
21181000.0,3.1,IMPM
22960000.0,4.84,IVAC
240022000.0,61.7,NTAP
3634185000.0,33.03,E
1971729000.0,0.0009,KRFG
34083000.0,0.9512,TVCCF
34083000.0,1.25,TVC.H
8846086000.0,0.0002,PHIL
9735000.0,25.78,NWPX
12052000.0,1.88,WSTL
,0.0,QOWI
1869000.0,0.5,HAHI
23473000.0,5.86,NVAX
13224000.0,0.75,LTRE
23722000.0,0.23,AURX
131652000.0,98.14,CTXS
290153000.0,15.97,NUAN
36664000.0,44.73,HTLF
13372000.0,1.6,SQP.
5134000.0,8.8,SMID
90835000.0,8.65,TGTX
9595000.0,0.97,BDRL
1000.0,10200.0,ERGN
44977000.0,74.26,MSM
50080000.0,9.99,SGU
361499000.0,55.72,HIG
,0.0,MGLG
21788000.0,2.45,KFS
67676000.0,1.45,NYMXF
14706000.0,0.015,STRB
494000.0,9.5,ELCO
44353000.0,52.28,CLB
5777000.0,2.5,ASTC
4533000.0,0.375,AXLE
2394000.0,37.25,SOMC
773044000.0,38.85,SCCO
80068000.0,25.782,BESIY
19123000.0,1.42,BYFC
18804000.0,0.0216,GSFD
13510000.0,1.28,TTNP
92999000.0,34.84,APU
29839000.0,0.4,CYIG
269486000.0,41.2,OTEX
269486000.0,54.04,OTEX.
29566000.0,0.23,INBP
11529000.0,0.002,CONC
,0.0,IRBS
28022000.0,2.67,ACGN
62264000.0,137.0,NICE
8108000.0,0.9799,IDSA
30469000.0,0.03,TPPPF
1047725000.0,0.0005,ACGI
24084000.0,0.0284,ACCA
79111000.0,4.0,AGFMF
79111000.0,5.2,AGF.B
8251000.0,6.95,HLND
27410000.0,0.9,ENG
35422000.0,0.0345,HRBR
10000.0,28.8,FPCG
152086000.0,0.0019,AOLS
99549000.0,0.0867,AEEI
89597000.0,0.0005,IGNT
41135000.0,1.0,CDJM
,0.0,MTEI
4162000.0,0.0055,SPDE
2665799000.0,0.0,LVXI
84351000.0,0.418,WYY
13281000.0,3.41,APT
117240000.0,0.01,RIGG
45318000.0,0.0331,NFTI
137030000.0,0.006,MYSL
12213000.0,0.022,CHIF
3855000.0,0.017,VSMD
4694000.0,14.55,PBHC
4795798000.0,0.0001,VCTY
7355000.0,0.0085,AGCZ
5154000.0,24.3,PLBC
439000.0,95.0,REDW
13637000.0,4.55,IRIX
29183000.0,9.37,LFCR
700759000.0,0.0001,MEDT
1615000.0,2.98,PAYD
52774000.0,0.0015,VBTC
473835000.0,0.001,SINX
38776000.0,0.0003,RNWF
10649000.0,0.835,TGC
132481000.0,0.0057,CBGH
90395000.0,0.49,EAWD
258419000.0,0.006,PERT
22173000.0,151.0,UNPA
60001000.0,7.43,CTLP
25814000.0,0.91,LPTH
23439000.0,41.97,CMCO
174428000.0,0.118,NSGP
173000.0,0.06,CBPJ
,10.0,SIMA
10838000.0,22.7,UNTY
2405414000.0,0.0001,GVSI
,0.0,EXPH
3000.0,9610.0,YDVL
9534000.0,1.15,FORD
224237000.0,130.98,ALXN
33218000.0,48.83,CSGS
102000.0,0.0035,BEEN
53032000.0,19.33,REVRQ
35784000.0,0.026,WOEN
20198000.0,0.0004,SSTRF
20777000.0,0.678,SGRP
6853000.0,0.0112,RAIO
68574000.0,0.38,NSFDF
68574000.0,0.59,SFD.
6647000.0,22.75,MLGF
467900000.0,3.38,IAG
467900000.0,4.43,IMG.
70527000.0,0.8,ACES.
256283000.0,0.0005,VOYT
188409000.0,0.0003,FRGY
12295000.0,11.5,FNRN
286881000.0,31.3,IRM
34104000.0,41.98,HUBG
24705000.0,9.47,IDT
7301000.0,0.007,PRLO
853347000.0,3.25,FRCEF
7781000.0,7.2,ELAMF
38176000.0,0.0017,TNKY
2335000.0,0.04,CZNB
,0.0001,TLCVF
56850000.0,2.08,ABUS
619508000.0,0.0,EKWX
23571000.0,6.72,PRGX
10679000.0,11.189,ELLO
61666000.0,24.29,SPH
88817000.0,6.91,CENX
637000.0,16.4,CRZY
2201000.0,4.39,AIM
982000.0,16.8,AMFC
158015000.0,0.001,CRRSQ
96052000.0,0.0275,AABVF
96052000.0,0.045,AAB.
17880000.0,10.87,KVHI
5292795000.0,0.0001,CYPW
7461000.0,4.12,OCC
993000.0,52.7,FFDF
38026000.0,1.55,ALJJ
148382000.0,0.469,PLX
1155000.0,19.1,WAKE
4281000.0,0.0298,WIRX
15020000.0,14.26,CWCO
33187000.0,7.15,EPM
519511000.0,69.37,AABA
21427000.0,34.51,LORL
8450000.0,9.65,CWBC.1
35603000.0,34.88,SASR
91744000.0,0.9238,DFODQ
21069000.0,1.51,STRM
29342000.0,1.35,CRRTQ
261908000.0,149.52,TRV
17329000.0,0.02,CSPS
479404000.0,0.0008,UNDR
4558000.0,0.0167,MVAC
10655000.0,61.02,TCX
10655000.0,79.76,TC.
4464000.0,1.5578,RCG
42432000.0,27.46,SYKE
26713000.0,0.7,JAKK
314000.0,0.003,NHLI
50262000.0,0.029,TREP
656000.0,49.75,WVAW
39749360000.0,1.99,AOMOY
31750000.0,0.09,SCWO
38011000.0,83.84,FCN
1431300000.0,17.1,GSHHY
42750000.0,1.76,BCII
,0.001,TVCE
,0.0,AKSY
14636000.0,15.0,PFBI
48737000.0,19.03,TUP
47048000.0,0.0029,INTP
24599000.0,6.74,MFIN
91287000.0,84.43,NBIX
,,WEBB.1
9089000.0,0.0001,BNYN
17506000.0,0.0003,WBRE
21818000.0,0.0036,ULGX
405000.0,1.8,PRLEQ
3858000.0,2.8365,BOSC
265066000.0,0.6702,SQZZF
252995000.0,57.61,SSNC
33718000.0,32.38,SBSI
,26.0,MCPB
107729000.0,0.0015,APVS
689812000.0,0.727,NPKLY
8449000.0,36.91,RUSHB
28212000.0,36.52,RUSHA
37356000.0,2.89,AVDL.2
1278000.0,6.5,DTRK
249447000.0,0.002,ELED
21491000.0,0.087,NORD
95717000.0,3.2,CASI
862000.0,0.011,BBUCQ
6453000.0,16.46,SBFG
397283000.0,0.1516,SHERF
397283000.0,0.195,S.
83928000.0,204.82,ANSS
15280000.0,0.12,ARDMQ
17351000.0,7.24,ELGXQ
5059000.0,1.41,BVSN
2803000.0,0.714,PRAC
2414225000.0,26.306,AXAHY
11558000.0,0.35,ECIA
56517000.0,100.0,GWR
36056000.0,18.99,DCOM
5137000.0,0.31,GLAE
2012314000.0,1.24,TRQ
2012314000.0,1.63,TRQ.
24350000.0,0.19,ICTSF
6000.0,0.3,SLDX
25788000.0,0.0016,RGBOQ
5981000.0,24.4,KTYB
262928000.0,159.773,DASTY
38240000.0,286.56,FDS
7497000.0,20.99,PROV
152240000.0,115.61,CHKP
226966000.0,40.55,QGEN
1352000.0,6.7,HWEN
13658000.0,21.47,CWBC
,32000.0,CYHC
,10.75,FSGB
51241000.0,24.85,OCFC
3959000.0,26.18,CPKF
1830000.0,15.6,CIWV
24642000.0,63.8,FFG
78908000.0,71.21,PEGA
3248785000.0,0.0001,PDMI
87176000.0,1.34,RCAR
17723000.0,0.9499,DYNR
310737000.0,0.077,MGTI
21931000.0,178.0,STRA
47354000.0,0.0001,SPXP
646.0,16250.0,LNXW
35572000.0,0.0035,HDYNQ
5184000.0,6.2,WHLM
2014000.0,81.0,HLAN
2271000.0,53.0,CHBH
186516000.0,1.41,GERN
46297000.0,46.59,TTEC
85568000.0,80.71,LAMR
39664000.0,0.36,AIMD
71642000.0,16.15,GES
75096000.0,0.397,PURE
21551000.0,3.32,AWRE
18203000.0,19.01,CSV
13974000.0,0.021,EFLI
54648000.0,26.2699,EGHSF
54648000.0,34.63,ENGH.
3202622000.0,25.22,BAESY
3147071000.0,0.0006,ICBU
128957000.0,2.6,BIOS.1
985596000.0,0.0005,GACR
384694000.0,0.0123,GRNH
244671000.0,44.6,ETFC
11799000.0,2.1,CRWE
7457000.0,11.26,TACT
6233000.0,0.01,WOWI
91041000.0,47.75,SRCL
103523000.0,0.8052,MVIS
0.0,0.4,GPGC
5884000.0,33.47,MMAC
2546000.0,20.85,SGB
338619000.0,25.446,SSREY
16441000.0,2.95,AEZS
16441000.0,3.81,AEZS.
487627000.0,0.0042,KNOS
,0.0,LHRP
1078823000.0,5.234,BKRIY
3560000.0,22.7,QEPC
,,VLNSF
6055000.0,9.06,VLN.
5875000.0,58.32,WLFC
4796292000.0,0.0001,EUOT
134439000.0,2.07,OCN
40744000.0,0.03,MADI
65688000.0,16.04,ANF
226182000.0,4.12,ENDPQ
111963000.0,8.61,SPPI
162620000.0,3.29,ATRS
18091000.0,2.08,DVD
,245.0,PEGX
860000.0,13.0,BXLC
1027000.0,31.3,HCBN
1236000.0,28.4,HFBK
39347000.0,23.19,NCI.3
16358000.0,21.22,WTBA
893000.0,18.75,CNBA
20734000.0,43.94,BJRI
200055000.0,0.09,SPYR
186540000.0,4.391,SCRYY
18385000.0,18.2,HIBB
56663000.0,73.16,WTFC
118835000.0,11.01,ARQL
46533000.0,0.0195,AMTY
2235000.0,39.0,SOBS
83652000.0,47.3,PAG
23339000.0,79.43,USNA
28663000.0,0.77,SSINQ
49905000.0,22.9,TGI
2477680000.0,0.0001,DGRI
,,AWCA
385920000.0,22.23,NOV
,,PRRMF
12109000.0,6.53,PIC.
1853000.0,3.0,PBIO
